"","size_based.Assemblage","size_based.m","size_based.Method","size_based.Order.q","size_based.qD","size_based.qD.LCL","size_based.qD.UCL","size_based.SC","size_based.SC.LCL","size_based.SC.UCL","coverage_based.Assemblage","coverage_based.SC","coverage_based.m","coverage_based.Method","coverage_based.Order.q","coverage_based.qD","coverage_based.qD.LCL","coverage_based.qD.UCL"
"57","SRR19509095",59567,"Rarefaction",1,15.4152560572796,15.2136184331785,15.6168936813808,0.999202377598908,0.999040353414778,0.999364401783038,"SRR19509095",0.999202377591571,59567,"Rarefaction",1,15.415256057018,15.2129298009075,15.6175823131284
"58","SRR19509095",63290,"Rarefaction",1,15.4192434450608,15.2175504911187,15.6209363990028,0.999315509302873,0.999148876234771,0.999482142370976,"SRR19509095",0.999315509301297,63290,"Rarefaction",1,15.4192434450057,15.2164802862283,15.6220066037832
"59","SRR19509095",67013,"Rarefaction",1,15.4227794268482,15.2210364510493,15.6245224026471,0.999418032053004,0.999245746111204,0.999590317994803,"SRR19509095",0.999418032052997,67013,"Rarefaction",1,15.4227790738664,15.2196760235558,15.625882124177
"60","SRR19509095",67014,"Observed",1,15.4227803224405,15.2210373338416,15.6245233110395,0.999418058327706,0.999245770724152,0.999590345931259,"SRR19509095",0.999418058327706,67014,"Observed",1,15.4227803224405,15.2196773468536,15.6258832980274
"61","SRR19509095",67015,"Extrapolation",1,15.4227812180187,15.2210382166198,15.6245242194176,0.999418084601221,0.999245795336005,0.999590373866438,"SRR19509095",0.999418084601221,67015,"Extrapolation",1,15.4227812180187,15.2196781598278,15.6258842762096
"62","SRR19509095",70542,"Extrapolation",1,15.4258537182746,15.2240664244187,15.6276410121304,0.999503747730858,0.999326219136194,0.999681276325521,"SRR19509095",0.999503747730858,70542,"Extrapolation",1,15.4258537182746,15.2225088074266,15.6291986291225
"63","SRR19509095",74069,"Extrapolation",1,15.4287601014939,15.226930182499,15.6305900204888,0.999576800484837,0.999395395948766,0.999758205020908,"SRR19509095",0.999576800484837,74069,"Extrapolation",1,15.4287601014939,15.2252587816467,15.632261421341
"64","SRR19509095",77596,"Extrapolation",1,15.4315093489191,15.2296384161027,15.6333802817355,0.999639099222773,0.999455217818832,0.999822980626713,"SRR19509095",0.999639099222773,77596,"Extrapolation",1,15.4315093489191,15.2279084828269,15.6351102150113
"65","SRR19509095",81123,"Extrapolation",1,15.4341099562151,15.2321995661913,15.6360203462389,0.999692227031609,0.99950718971722,0.999877264345999,"SRR19509095",0.999692227031609,81123,"Extrapolation",1,15.4341099562151,15.230453421854,15.6377664905762
"66","SRR19509095",84650,"Extrapolation",1,15.4365699597223,15.2346216157473,15.6385183036973,0.999737533953793,0.999552531474068,0.999922536433518,"SRR19509095",0.999737533953793,84650,"Extrapolation",1,15.4365699597223,15.2328926551558,15.6402472642888
"67","SRR19509095",88177,"Extrapolation",1,15.4388969612902,15.2369121146406,15.6408818079397,0.999776171293496,0.999592245261038,0.999960097325955,"SRR19509095",0.999776171293496,88177,"Extrapolation",1,15.4388969612902,15.2352259721904,15.64256795039
"68","SRR19509095",91704,"Extrapolation",1,15.4410981517686,15.2390782031401,15.6431181003971,0.999809120872665,0.999627162428622,0.999991079316708,"SRR19509095",0.999809120872665,91704,"Extrapolation",1,15.4410981517686,15.2374539190572,15.6447423844799
"69","SRR19509095",95231,"Extrapolation",1,15.4431803332287,15.2411266341441,15.6452340323134,0.999837219980309,0.999657977467068,1,"SRR19509095",0.999837219980309,95231,"Extrapolation",1,15.4431803332287,15.2395777510711,15.6467829153863
"70","SRR19509095",98758,"Extrapolation",1,15.4451499399826,15.2430637942005,15.6472360857647,0.999861182649037,0.999685273550638,1,"SRR19509095",0.999861182649037,98758,"Extrapolation",1,15.4451499399826,15.2415993485558,15.6487005314094
"71","SRR19509095",102285,"Extrapolation",1,15.4470130584664,15.2448957233841,15.6491303935488,0.999881617799501,0.999709542317709,1,"SRR19509095",0.999881617799501,102285,"Extrapolation",1,15.4470130584664,15.2435211172735,15.6505049996593
"72","SRR19509095",105812,"Extrapolation",1,15.4487754460485,15.2466281340922,15.6509227580048,0.999899044713807,0.999731199532352,1,"SRR19509095",0.999899044713807,105812,"Extrapolation",1,15.4487754460485,15.2453458864733,15.6522050056237
"73","SRR19509095",109339,"Extrapolation",1,15.4504425488208,15.2482664288196,15.6526186688221,0.999913906231112,0.999750597694451,1,"SRR19509095",0.999913906231112,109339,"Extrapolation",1,15.4504425488208,15.247076812054,15.6538082855876
"74","SRR19509095",112866,"Extrapolation",1,15.4520195184283,15.2498157169671,15.6542233198895,0.999926580000702,0.999768036320711,1,"SRR19509095",0.999926580000702,112866,"Extrapolation",1,15.4520195184283,15.2487172888072,15.6553217480493
"75","SRR19509095",116393,"Extrapolation",1,15.4535112279881,15.2512808307378,15.6557416252385,0.999937388078527,0.999783770405326,1,"SRR19509095",0.999937388078527,116393,"Extrapolation",1,15.4535112279881,15.250270873477,15.6567515824993
"76","SRR19509095",119920,"Extrapolation",1,15.4549222871491,15.2526663401701,15.657178234128,0.999946605111033,0.999798017431443,1,"SRR19509095",0.999946605111033,119920,"Extrapolation",1,15.4549222871491,15.2517412190101,15.6581033552881
"77","SRR19509095",123447,"Extrapolation",1,15.4562570563355,15.2539765673549,15.658537545316,0.99995446531426,0.999810963212368,1,"SRR19509095",0.99995446531426,123447,"Extrapolation",1,15.4562570563355,15.2531320195619,15.659382093109
"78","SRR19509095",126974,"Extrapolation",1,15.4575196602222,15.2552155998814,15.6598237205629,0.999961168425564,0.999822766777389,1,"SRR19509095",0.999961168425564,126974,"Extrapolation",1,15.4575196602222,15.2544469653931,15.6605923550513
"79","SRR19509095",130501,"Extrapolation",1,15.4587140004804,15.2563873035534,15.6610406974074,0.999966884779181,0.999833564471129,1,"SRR19509095",0.999966884779181,130501,"Extrapolation",1,15.4587140004804,15.2556897065817,15.6617382943791
"80","SRR19509095",134028,"Extrapolation",1,15.4598437678346,15.2574953344159,15.6621922012532,0.999971759634633,0.999843473401285,1,"SRR19509095",0.999971759634633,134028,"Extrapolation",1,15.4598437678345,15.2568638244234,15.6628237112457
"81","SRR19509095",1,"Rarefaction",2,1,0.999999999999999,1,0.224327439701519,0.222392096180001,0.226262783223036,"SRR19509095",0.224327439701519,1,"Rarefaction",2,1,0.996665457379612,1.00333454262039
"82","SRR19509095",3723,"Rarefaction",2,4.45363306511926,4.41535524478418,4.49191088545434,0.975999332478778,0.975488273305846,0.976510391651711,"SRR19509095",0.975999332550552,3723,"Rarefaction",2,4.4536330651323,4.41536690113116,4.49189922913344
"83","SRR19509095",7446,"Rarefaction",2,4.455700280847,4.41738182897722,4.49401873271679,0.988038413833411,0.987694100437465,0.988382727229357,"SRR19509095",0.988038413906844,7446,"Rarefaction",2,4.455700280859,4.41739561969574,4.49400494202226
"84","SRR19509095",11169,"Rarefaction",2,4.45638977927618,4.41805777047293,4.49472178807943,0.992296279385659,0.992038899221805,0.992553659549512,"SRR19509095",0.99229627934219,11169,"Rarefaction",2,4.45638977926908,4.41807118244865,4.49470837608952
"85","SRR19509095",14892,"Rarefaction",2,4.45673460848102,4.41839581875651,4.49507339820552,0.99440647223062,0.994198766723964,0.994614177737277,"SRR19509095",0.994406472186859,14892,"Rarefaction",2,4.45673460847379,4.41840739549184,4.49506182145575
"86","SRR19509095",18615,"Rarefaction",2,4.45694153168858,4.41859867262411,4.49528439075304,0.99564704730302,0.99546536459338,0.995828730012661,"SRR19509095",0.995647047302451,18615,"Rarefaction",2,4.45694153168849,4.41860790465136,4.49527515872562
"87","SRR19509095",22338,"Rarefaction",2,4.45707949112937,4.41873391884364,4.4954250634151,0.996463694244171,0.996294425003018,0.996632963485324,"SRR19509095",0.996463694259667,22338,"Rarefaction",2,4.45707949113199,4.41874087190466,4.49541811035932
"88","SRR19509095",26061,"Rarefaction",2,4.45717803883041,4.41883052836758,4.49552554929324,0.997048061993972,0.996884772816651,0.997211351171293,"SRR19509095",0.997048061995718,26061,"Rarefaction",2,4.45717803883073,4.41883546577823,4.49552061188322
"89","SRR19509095",29784,"Rarefaction",2,4.45725195243654,4.41890298825429,4.49560091661878,0.997492978864286,0.997333090051338,0.997652867677234,"SRR19509095",0.997492978877339,29784,"Rarefaction",2,4.4572519524387,4.41890620150954,4.49559770336786
"90","SRR19509095",33507,"Rarefaction",2,4.45730944252131,4.41895934761679,4.49565953742583,0.997847331505632,0.997689855233832,0.998004807777432,"SRR19509095",0.997847331505019,33507,"Rarefaction",2,4.45730944252119,4.41896110663889,4.49565777840348
"91","SRR19509095",37229,"Rarefaction",2,4.45735542451484,4.41900442521819,4.49570642381148,0.998138700729,0.997983078969911,0.998294322488089,"SRR19509095",0.998138700740309,37229,"Rarefaction",2,4.45735542451658,4.41900496987309,4.49570587916007
"92","SRR19509095",40952,"Rarefaction",2,4.45739305789153,4.41904131839943,4.49574479738363,0.998383981842071,0.998229606618531,0.99853835706561,"SRR19509095",0.998383981833494,40952,"Rarefaction",2,4.45739305789023,4.41904085589543,4.49574525988503
"93","SRR19509095",44675,"Rarefaction",2,4.45742441941673,4.41907206308411,4.49577677574935,0.998593916341084,0.99843999980749,0.998747832874678,"SRR19509095",0.998593916356631,44675,"Rarefaction",2,4.45742441941902,4.41907076589053,4.49577807294752
"94","SRR19509095",48398,"Rarefaction",2,4.45745095628291,4.41909807799944,4.49580383456639,0.998775946569449,0.998621548739617,0.998930344399281,"SRR19509095",0.998775946578552,48398,"Rarefaction",2,4.45745095628423,4.41909607722671,4.49580583534175
"95","SRR19509095",52121,"Rarefaction",2,4.45747370236554,4.41912037668885,4.49582702804223,0.99893546471738,0.998779564692976,0.999091364741783,"SRR19509095",0.998935464703928,52121,"Rarefaction",2,4.45747370236364,4.41911774926322,4.49582965546406
"96","SRR19509095",55844,"Rarefaction",2,4.45749341581369,4.41913970239047,4.4958471292369,0.999076546922992,0.998918102419454,0.99923499142653,"SRR19509095",0.999076546913197,55844,"Rarefaction",2,4.45749341581233,4.41913643660525,4.49585039501942
"97","SRR19509095",59567,"Rarefaction",2,4.45751066512334,4.41915661242135,4.49586471782533,0.999202377598908,0.999040353414778,0.999364401783038,"SRR19509095",0.999202377591571,59567,"Rarefaction",2,4.45751066512234,4.4191524903942,4.49586883985049
"98","SRR19509095",63290,"Rarefaction",2,4.45752588519764,4.41917153312613,4.49588023726916,0.999315509302873,0.999148876234771,0.999482142370976,"SRR19509095",0.999315509301297,63290,"Rarefaction",2,4.45752588519743,4.41916675835242,4.49588501204244
"99","SRR19509095",67013,"Rarefaction",2,4.45753941422362,4.41918479604501,4.49589403240223,0.999418032053004,0.999245746111204,0.999590317994803,"SRR19509095",0.999418032052997,67013,"Rarefaction",2,4.45753941287099,4.41918008436832,4.49589874137365
"100","SRR19509095",67014,"Observed",2,4.4575394176556,4.41918479940949,4.49589403590172,0.999418058327706,0.999245770724152,0.999590345931259,"SRR19509095",0.999418058327706,67014,"Observed",2,4.4575394176556,4.41918008969469,4.49589874561651
"101","SRR19509095",67015,"Extrapolation",2,4.45753942108748,4.41918480277386,4.4958940394011,0.999418084601221,0.999245795336005,0.999590373866438,"SRR19509095",0.999418084601221,67015,"Extrapolation",2,4.45753942108748,4.41918009312606,4.49589874904889
"102","SRR19509095",70542,"Extrapolation",2,4.4575509199691,4.41919607547888,4.49590576445933,0.999503747730858,0.999326219136194,0.999681276325521,"SRR19509095",0.999503747730858,70542,"Extrapolation",2,4.4575509199691,4.41919161803524,4.49591022190296
"103","SRR19509095",74069,"Extrapolation",2,4.45756132379983,4.41920627467148,4.49591637292818,0.999576800484837,0.999395395948766,0.999758205020908,"SRR19509095",0.999576800484837,74069,"Extrapolation",2,4.45756132379983,4.41920206668592,4.49592058091375
"104","SRR19509095",77596,"Extrapolation",2,4.45757078189429,4.41921554672951,4.49592601705907,0.999639099222773,0.999455217818832,0.999822980626713,"SRR19509095",0.999639099222773,77596,"Extrapolation",2,4.45757078189429,4.41921158362426,4.49592998016432
"105","SRR19509095",81123,"Extrapolation",2,4.45757941760108,4.41922401257547,4.49593482262669,0.999692227031609,0.99950718971722,0.999877264345999,"SRR19509095",0.999692227031609,81123,"Extrapolation",2,4.45757941760108,4.41922028060677,4.49593855459539
"106","SRR19509095",84650,"Extrapolation",2,4.45758733371204,4.41923177297943,4.49594289444465,0.999737533953793,0.999552531474068,0.999922536433518,"SRR19509095",0.999737533953793,84650,"Extrapolation",2,4.45758733371204,4.41922825520021,4.49594641222387
"107","SRR19509095",88177,"Extrapolation",2,4.45759461657332,4.41923891258923,4.4959503205574,0.999776171293496,0.999592245261038,0.999960097325955,"SRR19509095",0.999776171293496,88177,"Extrapolation",2,4.45759461657332,4.41923559151117,4.49595364163546
"108","SRR19509095",91704,"Extrapolation",2,4.45760133924783,4.41924550303072,4.49595717546494,0.999809120872665,0.999627162428622,0.999991079316708,"SRR19509095",0.999809120872665,91704,"Extrapolation",2,4.45760133924783,4.41924236185675,4.49596031663891
"109","SRR19509095",95231,"Extrapolation",2,4.457607563975,4.41925160531914,4.49596352263086,0.999837219980309,0.999657977467068,1,"SRR19509095",0.999837219980309,95231,"Extrapolation",2,4.457607563975,4.41924862846919,4.49596649948081
"110","SRR19509095",98758,"Extrapolation",2,4.45761334410337,4.41925727175373,4.495969416453,0.999861182649037,0.999685273550638,1,"SRR19509095",0.999861182649037,98758,"Extrapolation",2,4.45761334410337,4.41925444503869,4.49597224316805
"111","SRR19509095",102285,"Extrapolation",2,4.45761872562346,4.41926254742043,4.49597490382649,0.999881617799501,0.999709542317709,1,"SRR19509095",0.999881617799501,102285,"Extrapolation",2,4.45761872562346,4.41925985804344,4.49597759320349
"112","SRR19509095",105812,"Extrapolation",2,4.45762374839406,4.41926747139403,4.49598002539408,0.999899044713807,0.999731199532352,1,"SRR19509095",0.999899044713807,105812,"Extrapolation",2,4.45762374839406,4.41926490787095,4.49598258891716
"113","SRR19509095",109339,"Extrapolation",2,4.45762844713111,4.41927207770766,4.49598481655456,0.999913906231112,0.999750597694451,1,"SRR19509095",0.999913906231112,109339,"Extrapolation",2,4.45762844713111,4.41926962975421,4.49598726450801
"114","SRR19509095",112866,"Extrapolation",2,4.4576328522113,4.41927639614051,4.49598930828208,0.999926580000702,0.999768036320711,1,"SRR19509095",0.999926580000702,112866,"Extrapolation",2,4.4576328522113,4.41927405455032,4.49599164987227
